customerid,record_date,monthlycharges,totalcharges,customerservicecalls,state,city,zipcode,latitude,longitude,gender,seniorcitizen,partner,dependents,tenuremonths,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,cltv
5457-COLHT,2021-08-01,57.92283000,398065.94100000,8,California,San Francisco,94124,37.73150500,-122.38453200,Male,No,Yes,Yes,69,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),4618
0795-XCCTE,2021-08-01,18.24228000,129947.51700000,8,California,Bishop,93514,37.04584000,-118.39723600,Male,Yes,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),6141
7558-IMLMT,2021-08-01,21.10368000,143251.37400000,3,California,Stanton,90680,33.80186900,-117.99506800,Male,No,Yes,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,5626
6292-TOSSS,2021-08-01,16.18002000,77667.34500000,8,California,Mt Baldy,91759,34.23131800,-117.66203200,Male,No,No,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),4297
9441-QHEVC,2021-08-01,12.41118000,1241.11800000,8,California,San Diego,92139,32.67771600,-117.04766600,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,2091
9128-CPXKI,2021-08-01,62.25084000,367491.14100000,8,California,Nicolaus,95659,38.78889800,-121.60862400,Female,No,No,No,59,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,5470
5701-ZIKJE,2021-08-01,32.84739000,39686.53500000,8,California,Redcrest,95569,40.36344600,-123.83504100,Male,No,No,No,13,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,5530
2801-NISEI,2021-08-01,35.70651000,87625.53000000,8,California,Mt Baldy,91759,34.23131800,-117.66203200,Male,No,No,No,24,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,3407
4629-NRXKX,2021-08-01,0.00000000,0.00000000,0,California,El Monte,91731,34.07993400,-118.04669500,Female,No,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,5687
5208-HFSBT,2021-08-01,0.00000000,0.00000000,0,California,Challenge,95925,39.46176800,-121.19582500,Female,No,No,No,2,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),5855
9950-MTGYX,2021-08-01,13.19094000,31706.99100000,8,California,San Jose,95139,37.21870500,-121.76242900,Male,No,Yes,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),2948
7581-EBBOU,2021-08-01,45.58347000,274521.00600000,8,California,Volcano,95689,38.48190200,-120.60366800,Female,No,No,No,60,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),4260
5159-YFPKQ,2021-08-01,0.00000000,0.00000000,0,California,Moreno Valley,92551,33.88274000,-117.22487800,Female,No,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,5270
9734-UYXQI,2021-08-01,0.00000000,0.00000000,3,California,Holtville,92250,32.81100100,-115.15286500,Female,No,No,No,2,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,5115
2978-XXSOG,2021-08-01,38.37069000,81452.43000000,8,California,Doyle,96109,40.01267500,-120.10185700,Female,No,No,No,22,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,3995
1875-QIVME,2021-08-01,0.00000000,0.00000000,0,California,Tujunga,91042,34.29657400,-118.24483900,Female,No,Yes,Yes,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,4690
4671-LXRDQ,2021-08-01,0.00000000,0.00000000,0,California,Salyer,95563,40.89866000,-123.53975400,Male,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,5704
6896-SRVYQ,2021-08-01,47.98773000,202893.55200000,8,California,Camino,95709,38.74831600,-120.67551200,Male,Yes,No,No,44,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,4374
7740-BTPUX,2021-08-01,73.81728000,408899.64600000,8,California,Manchester,95459,38.96671300,-123.58641200,Male,Yes,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,5754
6366-ZGQGL,2021-08-01,0.00000000,0.00000000,0,California,Pomona,91766,34.04228600,-117.75610600,Male,No,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),5087
3049-NDXFL,2021-08-01,0.00000000,0.00000000,3,California,South Lake Tahoe,96150,38.91157700,-120.10616900,Female,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,2850
8417-FMLZI,2021-08-01,0.00000000,0.00000000,3,California,Santa Cruz,95060,36.99345100,-122.09885800,Male,No,Yes,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),4242
2311-QYMUQ,2021-08-01,0.00000000,0.00000000,3,California,San Joaquin,93660,36.60019300,-120.15339300,Female,No,Yes,No,16,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),3696
6599-CEBNN,2021-08-01,0.00000000,0.00000000,3,California,Desert Hot Springs,92240,33.94855800,-116.51697600,Female,No,No,No,34,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),5795
4030-VPZBD,2021-08-01,0.00000000,0.00000000,6,California,Comptche,95427,39.23981800,-123.56543200,Female,No,No,No,2,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,2860
4439-JMPMT,2021-08-01,0.00000000,0.00000000,6,California,Comptche,95427,39.23981800,-123.56543200,Female,No,Yes,No,5,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,3608
8079-XRJRS,2021-08-01,0.00000000,0.00000000,0,California,Pleasant Grove,95668,38.83355400,-121.49810200,Male,No,Yes,No,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Electronic check,6110
7854-FOKSF,2021-08-01,0.00000000,0.00000000,3,California,Rosamond,93560,34.90305200,-118.41125100,Male,No,No,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,4747
5419-KLXBN,2021-08-01,0.00000000,0.00000000,3,California,Palomar Mountain,92060,33.30985200,-116.82309100,Female,No,Yes,No,25,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),5853
7065-YUNRY,2021-08-01,0.00000000,0.00000000,6,California,San Diego,92117,32.82508600,-117.19942400,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,3049
7503-QQRVF,2021-08-01,0.00000000,0.00000000,6,California,San Jose,95127,37.37515600,-121.79586700,Male,Yes,Yes,No,16,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),2076
3640-PHQXK,2021-08-01,0.00000000,0.00000000,6,California,Union City,94587,37.59485000,-122.05152100,Female,No,No,No,31,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,2031
6124-ACRHJ,2021-08-01,22.51500000,2251.50000000,0,California,San Mateo,94403,37.53830900,-122.30510900,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,4099
1064-FBXNK,2021-08-01,22.62900000,2262.90000000,0,California,Sacramento,95831,38.49483200,-121.52944700,Male,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),2618
7312-XSBAT,2021-08-01,56.71500000,5671.50000000,0,California,Bakersfield,93305,35.39173300,-118.98410900,Male,No,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,2908
2220-IAHLS,2021-08-01,22.11600000,2211.60000000,0,California,Modesto,95356,37.71618600,-121.02583600,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),5566
9633-XQABV,2021-08-01,80.08500000,26185.80000000,0,California,Los Banos,93635,36.99516200,-120.95509900,Female,No,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,2156
6435-SRWBJ,2021-08-01,94.33500000,47623.50000000,0,California,Los Angeles,90068,34.13741100,-118.32891500,Female,No,No,No,5,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,5269
8327-WKMIE,2021-08-01,22.97100000,89575.50000000,0,California,Le Grand,95333,37.24937700,-120.24958100,Male,No,No,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),4422
9964-WBQDJ,2021-08-01,15.85512000,112116.49200000,8,California,West Hollywood,90069,34.09378100,-118.38106100,Female,No,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),4412
5644-PDMZC,2021-08-01,0.00000000,0.00000000,0,California,Delano,93215,35.77224400,-119.20968900,Female,Yes,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,2065
2485-ITVKB,2021-08-01,0.00000000,0.00000000,0,California,Northridge,91325,34.23668300,-118.51758800,Female,No,Yes,No,2,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,2643
6461-PPAXN,2021-08-01,35.70651000,124501.68000000,8,California,Napa,94559,38.23238900,-122.32494400,Female,No,Yes,No,35,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),4858
8868-GAGIO,2021-08-01,54.94059000,241332.47100000,8,California,Sunnyvale,94089,37.42163300,-122.00961300,Male,No,Yes,No,45,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,3289
9570-KYEUA,2021-08-01,64.49265000,425583.26100000,8,California,Casmalia,93429,34.86603200,-120.53654600,Male,No,No,No,64,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),5213
8779-QRDMV,2021-08-01,0.00000000,0.00000000,0,California,Los Angeles,90022,34.02381000,-118.15658200,Male,Yes,No,No,1,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,5433
3091-FYHKI,2021-08-01,0.00000000,0.00000000,3,California,Harbor City,90710,33.79826600,-118.30023700,Male,No,No,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,2301
0031-PVLZI,2021-08-01,0.00000000,0.00000000,3,California,Korbel,95550,40.76660000,-123.80458000,Female,No,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,4133
3247-ZVOUO,2021-08-01,0.00000000,0.00000000,3,California,Downey,90240,33.95622800,-118.12099300,Male,Yes,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,3336
4412-YLTKF,2021-08-01,0.00000000,0.00000000,3,California,Pico Rivera,90660,33.98952400,-118.08929900,Female,Yes,No,Yes,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,4638
8749-JMNKX,2021-08-01,0.00000000,0.00000000,3,California,Montebello,90640,34.01521700,-118.10996200,Male,Yes,Yes,No,51,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),4788
1589-AGTLK,2021-08-01,0.00000000,0.00000000,6,California,Lompoc,93437,34.75747700,-120.55050700,Male,No,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,2450
7321-PKUYW,2021-08-01,0.00000000,0.00000000,6,California,Branscomb,95417,39.71059100,-123.68279900,Female,No,No,No,11,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,5250
7598-UAASY,2021-08-01,0.00000000,0.00000000,3,California,Marshall,94940,38.12930800,-122.83481500,Male,No,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,4340
4806-HIPDW,2021-08-01,0.00000000,0.00000000,3,California,Calimesa,92320,33.98278700,-117.05762700,Female,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,5644
3737-GCSPV,2021-08-01,0.00000000,0.00000000,3,California,Millbrae,94030,37.60124800,-122.40309900,Female,No,Yes,No,11,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),3101
9885-CSMWE,2021-08-01,0.00000000,0.00000000,6,California,Los Angeles,90007,34.02733700,-118.28515000,Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,2139
2968-SSGAA,2021-08-01,0.00000000,0.00000000,6,California,San Francisco,94117,37.77053300,-122.44512100,Female,No,No,No,10,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,4001
3863-IUBJR,2021-08-01,0.00000000,0.00000000,6,California,Oakland,94607,37.80707000,-122.29740100,Male,No,Yes,No,12,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),2595
8566-YPRGL,2021-08-01,22.23000000,2223.00000000,0,California,Long Beach,90806,33.80266400,-118.17997100,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,5279
7754-IXRMC,2021-08-01,51.69900000,5169.90000000,0,California,Atascadero,93422,35.45391200,-120.69461000,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,3980
4273-MBHYA,2021-08-01,101.85900000,10185.90000000,0,California,Desert Hot Springs,92241,33.83279900,-116.25097300,Female,No,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,2432
1628-BIZYP,2021-08-01,96.90000000,9690.00000000,0,California,Brentwood,94513,37.90824200,-121.68247200,Male,No,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,5754
3594-KADLU,2021-08-01,40.01400000,11525.40000000,0,California,Witter Springs,95493,39.22232300,-122.98548800,Male,No,Yes,No,3,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,3610
7823-JSOAG,2021-08-01,84.93000000,24789.30000000,0,California,Sonoma,95476,38.25485000,-122.46179900,Male,No,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,5203
7074-STDCN,2021-08-01,46.28400000,170373.00000000,0,California,Artesia,90701,33.86759300,-118.08063700,Male,No,No,No,39,No,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,4436
4567-AKPIA,2021-08-01,124.37400000,507784.50000000,0,California,Canyon Dam,95923,40.17131200,-121.12060500,Female,No,Yes,Yes,41,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),4854
8738-JOKAR,2021-08-01,77.17800000,328576.50000000,0,California,Covina,91722,34.09734500,-117.90673600,Female,No,No,No,42,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,5034
3572-UUHRS,2021-08-01,21.48900000,98872.20000000,0,California,Castro Valley,94546,37.70832700,-122.08347300,Male,No,No,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),2653
7785-RDVIG,2021-08-01,22.00200000,6235.80000000,0,California,Hemet,92543,33.73941500,-116.96833900,Female,No,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,5722
2495-TTHBQ,2021-08-01,23.25600000,9661.50000000,0,California,La Quinta,92253,33.69553200,-116.31057100,Female,No,No,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,5602
9027-YFHQJ,2021-08-01,28.55700000,17436.30000000,0,California,San Francisco,94112,37.72049800,-122.44311900,Male,No,No,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),4868
9795-VOWON,2021-08-01,27.75900000,17196.90000000,0,California,Los Angeles,90016,34.02833100,-118.35433800,Male,No,No,No,7,No,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),4665
0380-ZCSBI,2021-08-01,22.80000000,22651.80000000,0,California,San Francisco,94133,37.80207100,-122.41100400,Male,No,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),2411
9699-UBQFS,2021-08-01,107.73000000,473875.20000000,0,California,Los Angeles,90065,34.10883300,-118.22971500,Female,Yes,Yes,No,43,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,4745
2361-UPSND,2021-08-01,80.48400000,368339.70000000,0,California,Herlong,96113,40.19823400,-120.18089000,Female,No,Yes,No,46,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Mailed check,5433
4361-FEBGN,2021-08-01,22.97100000,112056.30000000,0,California,San Francisco,94131,37.74669900,-122.44283300,Male,No,No,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),4399
4726-DLWQN,2021-08-01,80.19900000,393824.40000000,0,California,Live Oak,95953,39.25874600,-121.77697000,Male,Yes,No,No,50,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),5596
3374-TTZTK,2021-08-01,121.18200000,625518.00000000,0,California,Sun City,92585,33.73941200,-117.17333400,Male,No,Yes,No,52,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,4969
6968-GMKPR,2021-08-01,92.96700000,514083.00000000,0,California,French Gulch,96033,40.74013800,-122.58747600,Female,No,No,No,55,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,5167
5093-FEGLU,2021-08-01,22.40100000,105056.70000000,0,California,San Francisco,94105,37.78916800,-122.39500900,Female,No,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),4159
9114-DPSIA,2021-08-01,92.34000000,655500.00000000,0,California,Stockton,95205,37.96569500,-121.26005100,Male,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),4237
5339-PXDVH,2021-08-01,91.97349000,37332.20700000,3,California,Clipper Mills,95930,39.56223900,-121.14836000,Male,No,No,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,3559
0277-BKSQP,2021-08-01,55.19424000,48203.64600000,3,California,Harbor City,90710,33.79826600,-118.30023700,Male,No,Yes,Yes,8,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,4854
0848-ZGQIJ,2021-08-01,96.03189000,148248.27900000,3,California,Saratoga,95070,37.25777200,-122.05182400,Female,No,Yes,No,16,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),3050
9178-JHUVJ,2021-08-01,24.45186000,59597.60400000,3,California,Newbury Park,91320,34.17207100,-118.94626200,Male,No,Yes,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),4634
4808-YNLEU,2021-08-01,63.05739000,224779.55700000,3,California,Maywood,90270,33.98857200,-118.18656500,Female,No,Yes,No,35,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),5255
8129-GMVGI,2021-08-01,22.85700000,124271.40000000,0,California,San Bruno,94066,37.62443600,-122.43066100,Female,No,Yes,Yes,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,5172
0547-HURJB,2021-08-01,21.35733000,23924.26800000,3,California,Dixon,95620,38.39282100,-121.79991700,Male,No,No,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),4001
7952-OBOYL,2021-08-01,102.42900000,27867.30000000,0,California,Upland,91786,34.10549300,-117.66093400,Male,No,No,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,4096
5119-KEPFY,2021-08-01,108.30000000,392188.50000000,0,California,San Jose,95131,37.38702700,-121.89777500,Male,No,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),3057
3717-LNXKW,2021-08-01,104.53800000,396611.70000000,0,California,Glenn,95943,39.59797500,-122.03224800,Male,No,Yes,No,38,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),3676
4795-WRNVT,2021-08-01,74.21400000,294804.00000000,0,California,Pomona,91768,34.06793200,-117.78516800,Female,No,No,No,40,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,3885
1552-TKMXS,2021-08-01,23.19900000,99168.60000000,0,California,Fresno,93705,36.78724000,-119.82781300,Female,No,Yes,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),2127
9391-DXGGG,2021-08-01,101.63100000,454945.50000000,0,California,Sacramento,95832,38.44593900,-121.49685500,Female,Yes,No,No,44,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),4368
9281-PKKZE,2021-08-01,50.10300000,228894.90000000,0,California,Azusa,91702,34.17449300,-117.87068000,Female,No,Yes,No,46,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,4818
1763-WQFUK,2021-08-01,57.57000000,16843.50000000,0,California,Riverside,92503,33.89004600,-117.45558300,Male,No,No,No,3,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,5258
5960-MVTUK,2021-08-01,33.91500000,11040.90000000,0,California,Grenada,96038,41.59997800,-122.53938100,Male,No,No,No,3,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,3425
5712-VBOXD,2021-08-01,22.97100000,7803.30000000,0,California,Santa Barbara,93108,34.45754100,-119.63107200,Female,No,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),5221
2799-ARNLO,2021-08-01,79.05900000,38942.40000000,0,California,Bonsall,92003,33.29090700,-117.20289500,Female,Yes,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,5437
8035-PWSEV,2021-08-01,101.74500000,55523.70000000,0,California,Hayward,94542,37.65669500,-122.04836100,Female,No,No,No,6,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,4430
8993-IZEUX,2021-08-01,78.83100000,55706.10000000,0,California,Adin,96006,41.17157800,-120.91316100,Male,No,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),4320
5345-BMKWB,2021-08-01,23.08500000,18051.90000000,0,California,San Francisco,94122,37.76041200,-122.48496600,Male,No,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,4964
7966-YOTQW,2021-08-01,62.13000000,64774.80000000,0,California,Nubieber,96068,41.08247200,-121.19521500,Male,No,No,No,10,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),4163
4713-ZBURT,2021-08-01,113.65800000,528315.90000000,0,California,Brisbane,94005,37.68469400,-122.40712000,Male,No,No,Yes,45,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),3333
6732-FZUGP,2021-08-01,108.18600000,526138.50000000,0,California,Berkeley,94705,37.85889800,-122.24051200,Female,No,No,No,47,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Credit card (automatic),4510
9588-YRFHY,2021-08-01,22.68600000,116576.40000000,0,California,Santee,92071,32.84733600,-116.99760500,Male,No,No,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),5240
8191-XWSZG,2021-08-01,23.54100000,116616.30000000,0,California,Los Angeles,90018,34.02873500,-118.31723600,Female,No,No,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,5186
7402-PWYJJ,2021-08-01,103.91100000,554325.00000000,0,California,Sacramento,95841,38.66044200,-121.34632100,Female,No,Yes,No,53,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,6439
0506-YLVKJ,2021-08-01,23.02800000,104589.30000000,0,California,Sultana,93666,36.54535300,-119.33853500,Male,No,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,3136
0988-AADSA,2021-08-01,92.16900000,664021.50000000,0,California,Forbestown,95941,39.53102800,-121.24807000,Female,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),6317
0247-SLUJI,2021-08-01,19.98762000,1998.76200000,3,California,Duarte,91010,34.14569500,-117.95982000,Male,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,2004
2123-AGEEN,2021-08-01,85.58151000,61855.08900000,3,California,Millbrae,94030,37.60124800,-122.40309900,Female,Yes,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,2107
5606-AMZBO,2021-08-01,79.29099000,77632.11900000,3,California,Rosamond,93560,34.90305200,-118.41125100,Female,No,Yes,No,10,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),3403
0489-WMEMG,2021-08-01,50.17197000,113569.25100000,3,California,Korbel,95550,40.76660000,-123.80458000,Female,No,No,Yes,23,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Electronic check,5237
0380-NEAVX,2021-08-01,101.30781000,339195.99900000,3,California,Newport Beach,92660,33.63462600,-117.87488200,Male,Yes,No,No,34,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,5626
8627-ZYGSZ,2021-08-01,80.05194000,370364.51100000,3,California,Compton,90220,33.88151000,-118.23445100,Male,No,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,3817
